id,description
619728,"COVID-19: sanitary standards<br /><br /><br />In order to comply with the sanitary policy and to guarantee the safety of our guests, we confirm that we use all necessary cleaning services, in all our apartments before and after every reservation.<br /><br /><b>The space</b><br />COVID-19: sanitary standards<br /><br /><br />In order to comply with the sanitary policy and to guarantee the safety of our guests, we confirm that we use all necessary cleaning services, in all our apartments before and after every reservation.<br /><br /><br />Both the vigilance of our staff and the vigilance of every guests is required to guarantee the best sanitary safety standards.<br /><br /><br /> <br /><br /><br />We thank you for your understanding,<br /><br /><br />KeyInn Apartments<br /><br /><br /> <br /><br /><br />-------------------------------------------<br /><br /><br /><br /><br /><br />For lovers of Gaudí, this apartment is an excellent choice!!!<br /><br /><br />The still unfinished master"
619775,"Cozy short-term rental apartment in Barcelona, modern and functional design and stunning waterfront views.<br /><br /><b>The space</b><br />Tourist License: HUTB-003920<br /> <br />This cozy short-term rental apartment in Barcelona, though small, has a modern and functional design and stunning waterfront views. It has 1 double bedroom and a sofa bed for two people, a bathroom and a fully equipped kitchenette. A private parking space is at your disposal.<br /> <br />The parking has extra cost.<br /> <br />The neighborhood<br /> <br />The apartment is located in the coastal district of Sant Marti, in the Front Maritim of the Poble Nou district, and bordering the Forum de las Culturas. The location is ideal, close to the park Diagonal Mar, surrounded by the Joan Fuster i Ortells gardens and upscale hotels.<br /> <br />The accommodation is located in the Poble Nou, five minutes away from the coastline. The area is nice and friendly, with many parks and gardens such as Parc del Poble Nou or"
621084,"<b>The space</b><br />The apartment is near the Parc Guell (aprox 10 min walking) and just 5 min away form the underground that takes you into the city town (5 more min). <br />Sunny apartment with one bedroom with double bed, big living room where you can sleep with air matress or whatelse, big terrace with comfy sofa to slep at summer. U can have lunch/dinner in the terrace with the sun. <br />Also kitchen with microwave and washing machine. Regular bathroom. <br />Depending on the dates I will be able to show u around (if you want) or just give u some tips of cool places to go/visit/lunch, I just love the city."
621656,"If you are looking for a BIG, QUIET, COMFORTABLE and full of light ROOM for TWO people (only GIRLS and COUPLES) in a very WELL CONNECTED flat in Barcelona. <br />I have THE ROOM for you with a king size bed, a ceiling fan, an extra fan and wifi connection!<br />And A BRAND NEW BATHROOM!<br />Make sure you are pet friendly because I have two cats. <br />Minie & Mickey! <br />But they are not allowed to be in THE ROOM to avoid problems. <br />Thanks for your reservation in advance!<br /><br /><b>The space</b><br />If you are looking for a comfy and quiet room with a king size bed for 1 or two people. <br /><br />I have THE ROOM for you. <br /><br />Make sure you are pet friendly because I have 2 CATS, Minie & Mickey. They are like family to me.<br /><br />If not, my place is not the best option for you.  <br /><br />My flat is quiet and clean with good vibes. <br /><br />And a BRAND NEW BATHROOM to share only with me.<br /><br />You can use the kitchen to prepare breakfast and sandwiches"
624427,"Beautiful apartment located in a central and quiet location: excellent, elegant and very comfortable. Perfect for moving to Barcelona and visiting the city. Two double bedrooms, one individual bedroom, 2 bathrooms, large kitchen and bright living room with balcony<br /><br /><b>The space</b><br />Beautiful apartment located in a central and quiet location: excellent, elegant and very comfortable. Perfect for moving to Barcelona and visiting the city. Two double bedrooms, one individual bedroom, 2 bathrooms, large kitchen and bright living room with balcony<br /><br />Suite<br />The apartment is large, comfortable, renovated. The double room is very large with a private bathroom, separated from the rest of the apartment, ensuring comfort and privacy. Possibility of additional bed. Air conditioning in the bedroom !!!<br /><br />Double room<br />Double bed, desk, bedside tables and a large wardrobe, finetra. Very peaceful and pleasant<br /><br />Single room<br />Single bed, desk, wardrobe"
626043,"My flat is so confortable and you can use the kitchen if you want, it is just next to the Arc de Triomf and is a very good location to know and enjoy this city: you can move by walk, bike, bus, metro or train from here to every where.<br /><br /><b>The space</b><br />My flat is very lighter and has capacity for 5 people, is a very good location if you want to be closer of many interested places of the city and also to the beach, this is not a luxury place, but has a very nice and personal decoration, is a good place to have a nice and confortable time in Barcelona.<br /><br /><b>Guest access</b><br />The people who come to my home can use everything what we have at home, like kitchen, refrigerator, wash machine, Tv, internet Wi Fi, etc"
627394,"<b>The space</b><br />Daily and weekly rooms for rent in a private flat. The place is a typical modernist house with period set located in the heart of the Gothic Quarter, the historic center of the city, a few blocks from Arc de Triomf and Plaça Catalunya.  The house is located in an area with a very diverse gastronomic and leisure offer. <br /><br /><br />FACILITIES<br /><br />we have available a single and a double  room with private or shared  bathroom. There is also guest kitchen. <br /><br />All services included,  internet access (wifi), bed linen and towels<br /> <br />Our place is a house with a relaxed and quiet atmosphere where you will feel comfortable and restful. We are sure that is the ideal place to  stay. <br /><br />If you want to check out where we are located you can take a look to google maps. Look up at Mendez Nuñez, 08003 Barcelona. <br /><br /><br /><br />We look forward to your visit.<br /><br />Best regards,<br /><br />oskar"
630517,"Habitación individual genuinamente urbana, en piso compartido, con jardín y terraza, tenemos todos los servicios incluidos en el precio. Se encuentra en el corazón de Gràcia muy cerca del metro Fontana, del parque Güell, de la Sagrada Família.<br /><br /><b>The space</b><br />En el corazón de Gràcia, cerca metro Fontana, habitación con aire acondicionado. Jardín y terraza. Wi-fi y todos los servicios incluidos en el precio. Llaves de la casa y plena libertad. <br />Gràcia es también muy conocido por el festival que se lleva a cabo 5 días empieza 15 de agosto, en el que la gente compite por la decoración de las calles (¡y lo toman muy en serio!). Generalmente los resultados son espectaculares y a la noche el festival se llena de vida con los puestos de bebida y música en vivo de todo tipo. <br /> <br />Fontana es la parada del metro, desde allí podrás llegar al centro de la ciudad. La Plaça Catalunya está a menos de 10 minutos. También muy cerca de la parada del metro se encuentra el ci"
630566,"Beautiful , modern and sunny attic/penthouse with a large  terrace, great views  over the trendy Poble Nou area and a protected generous pool and children friendly garden area. <br />The elevation on the 5th floor and the orientation towards the park guarantees a good night sleep all year round. All only 5 minutes away form the subway and about 15 minutes from the beach.<br /><br /><b>The space</b><br />Beautiful and sunny attic/penthouse with large roof terrace and shared pool and garden area. Situated in the heart of the trendy Poble Nou area and within 15 min walking distance from Mar Bella Beach.<br /><br />Ideal for families or those that are looking for cool urban living combined with a relaxed beach atmosphere. The neighborhood is caracterized by the fascinating mixture of old Mediterranean building structures, refurbished lofts and stunning new architecture by international stars such as Jean Nouvel, Domenique Perault and Carlos Ferrater amongst others. <br /><br />Restaurants,"
631119,"The apartment is in a very nice quarter very close to the city center. The quarter is very safe and close to most Gaudi's building.<br /><br /><b>The space</b><br />Cozy flat in a very nice neighbourghood.<br /><br />The flat was complete refurbished 5 years ago. There are 3 bedrooms and 2 bathrooms.<br /><br />It is comfortable and really nice. Everything is carefully decided to make you feel comfortable.<br /><br />The kitchen is very nice and it is open to the dinning room.<br /><br />There is a balcony from where you can see a nice garden.  From the balcony you’ll be able to sunbath in the afternoon. There is a table there to have dinner or lunch outdoors.<br /><br />It has:<br /><br /> 3 bedrooms and 2 bathrooms <br /><br />Facilities:<br /><br />Wi-fi, Nespresso coffe machine, washing machin, dishwasher, sirconditionin, hairdryer, conventional oven, microwave oven, a baby grib and a high chair.<br /><br />The flat is very close to Barcelona's main railway station (Sants Estació)."
632818,"<b>The space</b><br />Apartamento en el centro de la ciudad . <br />Es un típico apartamento modernista de principios de siglo totalmente restaurado donde se ha recuperado todo lo de época. <br />Suelos hidráulicos de hermosos colores, amplios espacios con 3metros 30 cm de altos, techos ornamentados. <br />La carpintería original en perfecto estado. <br />Chimenea de mármol etc etc <br />El apartamento tiene 200m2 rodeado por dos patios internos con mucha luz al frente 3 balcones a la calle y al fondo una hermosa galería ( jardín de invierno ) por todas partes llega la luz. todas las habitaciones incluso los baños tienen sus ventanas al exterior . <br /> <br />de las 6 habitaciones que hay 3 las alquilamos <br />una doble con baño privado y balcón a la calle. <br />Y dos individuales con baño compartido. <br /> <br />De las dos cocinas una es de uso exclusivo de los huéspedes, totalmente equipada. <br /> <br />Hay una gran sala con balcón a la calle con mucha luz el lugar idóneo para r"
634786,"This unique 200m2 apt boasts 7 ensuite rooms.<br /><br />All the bedrooms feature wall murals painted by visiting international artists. Our 7 comfortable ensuite rooms provide space for up to 17 guests.<br /><br />A large sun-drenched terrace features street-art, chill out areas, hammocks and outdoor dining. There is a fully equipped kitchen <br /><br />Heart of Bcn near Gaudi buildings, great restaurants and bars.<br /><br />Perfect for large families, business retreats or a group of respectful friends.<br /><br />NO PARTIES TOLERATED<br /><br /><b>The space</b><br />The apartment consists of 7 comfortable ensuite double bedrooms decorated in an original boutique style. All rooms feature unique wall murals by international street artists and illustrators.<br /><br />Each room has a great squeak-free orthopedic mattress, wardrobe, balcony or terrace with large bay-windows, safe, air-con, bluetooth speaker. The rooms have a modern bathroom with rain-shower, big mirror, hair-dryer, towe"
635339,"La habitación consta de dos camas individuales y se puede añadir un supletorio o una cuna. El cuarto de baño es compartido con otra habitación. Tiene una pequeña terraza privada situada con vistas a la Avenida Diagonal de Barcelona. Las ventanas tienen aislamiento térmico y están insonorizadas. Aire acondicionado y calefacción.<br /><br /><b>The space</b><br />Estamos situado en un edificio modernista y se encuentra completamente reformado. Nuestro apartamento es un duplex de dos pisos. En la planta de abajo hacemos vida la familia y destinamos la planta de arriba a nuestros huéspedes. Estamos cerca para lo que necesitem y debidamente separados.<br /><br /><b>Guest access</b><br />Nuestros huéspedes disponen de un area con agua fresca, nevera, cafetera, calienta aguas, café y té.<br /><br /><b>Other things to note</b><br />El apartamento está registrado por la Oficina de Turismo de Cataluña. Nuestro número de licencia es HUTB-005150<br /><br /><b>License number</b><br />HUTB-005150"
637232,
638009,"A beautiful, clean and fully equipped apartment. Close to the sea and in a cool and fashionable area. Well connected.  The atmosphere in the apartment is warm and quiet.<br /><br /><b>The space</b><br />New, lightful and cozy apartment close to the beach in Barcelona. Double room available for one person (or a couple in periods when I am not in the flat). <br /><br />The apartment is shared with me, the atmosphere is very calmed and peaceful. You will find a clean space, with nice decoration and balanced energy. And wifi internet, of course!<br /><br />You have all the utilities in the flat available for your use: washing machine, hi fi system, fridge, kettle... (no TV)<br /><br />Poblenou is a great area, very safe and close to the beach (5 minutes), to the  city center (25 minutes by feet) and to Sagrada Familia (15 minutes by feet).<br />In the neighbourhood you have all kinds of stores, cafes, restaurants (also vegetarian) and a cool rambla to walk and relax.<br /><br />If you like"
638579,"Magnificent and spacious apartment in the heart of Eixample Esquerra Barcelona.<br /><br /><b>The space</b><br />Magnificent and spacious apartment in the heart of Eixample Esquerra Barcelona. A bright and spacious apartment, reminiscent of the era wonderful apartments Modernist Barcelona. It has three spacious bedrooms and a sofa bed in the lounge. The dining area is kept lit by natural light from the interior facades so famous in Barcelona in the 50`s. Air conditioning and adjustable in each of the rooms, free wifi throughout the apartment high-speed hot air heating individual areas complete the description of this fantastic new apartment, which will make you feel like a citizen.HUTB 003389 07<br />""Eixample"" means Extension. This district exists since 1860, after the demolition of the medieval ramparts. Today it is a vast commercial and residential district. Its perpendicular streets, give the city a new vision. A small Museum in the open air, the ""Golden square"" concentrates the bi"
639137,"Bright apartment, located in the Eixample Izquierdo, safe and quiet neighborhood, with restaurants and bars with drinks and tapas as well as all kinds of shops and supermarkets.<br />On the first floor. It has 4 bedrooms, 3 bathrooms, kitchen and living room. Well equipped, with sheets, towels, wifi, air conditioning and heating. Prepared for up to 14 people (3 double beds, 3 single beds and 3 sofa beds).<br />Suitable families and groups.<br />Possibility of parking at 50 m. on the same avenue (not included)<br /><br /><b>The space</b><br />Between Estació de Sants (200 m.), where the airport train arrives, and Francesc Macià square.<br />10 min. on foot are the shopping centers l’Illa Diagonal and les Arenes, which also have many shops, bars, restaurants and supermarkets.<br />The Eixample district is one of the typical ones of Barcelona, full of emblematic buildings of Gaudí and other famous architects, is designed on a grid and with wide streets; the Paseo de Gracia separates the r"
639820,"Central penthouse consisting of a master bedroom, bedroom with two single beds, fully equipped bathroom and kitchen and private terrace.<br /><br /><b>The space</b><br />Central Barcelona style penthouse with charm.<br /><br />Typical farm of the early twentieth century with old mosaic floors and wooden doors. Very bright and spacious. The modern decor is carefully combined with the historical elements and creates a cozy and comfortable atmosphere.<br /><br /> <br /><br />It consists of a master bedroom with double bed King Size, another bedroom with two single beds, large kitchen / dining room with sofa bed, bathroom and extra toilet.<br /><br />Large private terrace of 35m2 with views over Barcelona ideal to relax, sunbathe or have breakfast.<br /><br />The whole apartment is absolutely prepared for your stay. Kitchen and bathrooms fully equipped. Master bedroom with King Size bed (1,60x2m) and latex mattress. Linens and towels included.<br /><br /> <br /><br />It has satellite TV, f"
641402,"<b>The space</b><br />B&B Mireia is an extremely well equipped accommodation option located in Barcelona’s Sants Neighbourhood, within walking distance of the Nou Camp Football Stadium, the legendary home of FC Barcelona. The B&B is very conveniently placed for Sants Railway Station, which can be reached on foot within less than 15 minutes and by metro or bus in 5 minutes. The location is also just a few metro stops from Plaça Espanya, where you will find Montjuic, the Magic Fountain, the MNAC Art Museum and the Fira Trade Fair Site. Badal and Plaça de Sants Metro Stations are both 300 metres away, while several bus lines stop within 50 metres.<br />B&B Mireia has one bedroom with a queen-size bed and private bathroom with hair dryer. It accommodates up to 2 guests, who enjoy access to a lovely terrace with views of Montjuic and Tibidabo, as well as to a shared kitchen with tea and coffee facilities. The B&B is fully heated , has a lounge area, as well as Wi-Fi both in the bedroom and "
642491,"Beautiful, bright, calm and spacious apartment near the Camp Nou football stadium. 3 bedrooms, 2 bathrooms. The subway station can be reached on foot in 5 minutes and the city centre in 10 minutes. Elevator in the building.<br />If a parking space is needed, there is a parking in the same building (reachable by elevator)<br /><br /><b>The space</b><br />Modern, bright apartment with all extras (air conditioning, parquet flooring, large kitchen), all services (restaurants, bars, supermarkets, etc) within walking distance.<br /><br /><b>Guest access</b><br />Whole apartment can be used.<br /><br /><b>Other things to note</b><br />Fast internet (fibre)"
644378,"The unique apartment is located in the centric area sagrada familia and  is perfect for longer studying or working periods in Barcelona.  The neighborhood is a nice and quiet residential area in the center of Barcelona.  The famous Sagrada familia is in walking distance (5-10 min).   The place  is very comfortable and very well equipped. No elevator.<br /><br />Minimum stay 60 days.<br /><br /><b>The space</b><br />The loft, in a typical old refurbished building , has approximately  60 sqm  including a small bed room,  big living room open space, kitchen in the gallery, full equipment, also air condition, heating, TV , DVD, dishwasher, washing machine and access to common terrace with amazing views to sagrada familia.<br /><br />The apartment is perfect for new starters in Barcelona or long  term rentals.<br /><br /><b>License number</b><br />Exempt"
644534,"<b>The space</b><br />_Barcelona Centre,   <br />_1 middle room with double bed,  <br />_Big livingroom and diningroom  <br />_Free Wireless Router/ Wi-Fi Connection, for using your Laptop  <br />_Supermarket/Night store around the corner( one of the few locations where u can find a 24h open store)  <br /> _Equiped kitchen; tea and coffe  <br />_Aerobus stop (bus airport-Barcelona) and Subway stop Line 1 infrontIts a friendly apartment and its welcome singles, couples or groups visiting Barcelona who want a clean, private and very comfortable base for getting around town. <br /> <br />The best point about the flat is definitley the location: between the Plaza España and Plaza Universitad (close to the gay district for interested guests) within easy walking distance to the Plaza Cataluña, the well known Ramblas and to all of what this famous historic district offers including bars, restaurants, shops. <br /> <br />From its pedestrian streets you can take a nice walk down to the main poi"
645513,"Loft attic terrace , 65 square meters with high ceiling and lots of natural light.FIBRA OPTICA and WIFI,smart tv, Netflix etc etc, Quiet neighbourhood but not boring at all! Cozy roof terrace from which you can see the sea and balcony with mountain view. 5 min walk to the beach!<br />Metro just 3 blocks from apartment less then 5 min walk. City center just only 4 metro stops away. Local Rambla full with terraces bar and restaurants and local people young and old.<br /><br /><b>The space</b><br />LOFT ATTIC  TERRACE , 65 square meters with high ceiling and lots of natural light. Cozy roof terrace from which you can see the sea and BALCONY WITH MOUNTAIN VIEW . BEACH ONLY 5 MIN. WALK ! 1 bedroom with ensuite bathroom, 2 New Mattress<br /> double real bed 200*160. <br />Metro just 3 blocks from apartment less then 5 min walk. City center only 4 metro stops away.  <br />Tourist bus around the corner !<br /><br />1 bedroom with ensuite bathroom, 2 New Mattress<br /> double real bed 200*160. "
648112,"Good room, with ultra fast internet  500Mbps.<br />In the Eixample, near all services.<br /><br /><b>The space</b><br />El piso tiene 80 metros, es un piso grande, esta en el barrio del Eixample, en la calle provença esquina con entença, a 1 minuto caminando del metro (L-5 Entença) y autobuses y a 5 minutos caminando de la L-3, y de la estación de tren de Sants, desde ahi hay trenes directos hacia todos los destinos. <br />Hay unos 20 minutos caminando hasta Pza Cataluña, 10 hasta Pza españa. Hay todo tipo de tiendas y supermercados a menos de 5 minutos, Mercadona, Area de guisona, La sirena, consum, etc. Hay un minisupermercado a 1 minuto que abre hasta los domingos. También esta cerca de varios bancos,tiendas de barrio, y bares. Aún asi es una zona muy segura y tranquila.<br /><br />Tenemos un comedor, con un sofa de 3 plazas + chaiselonge, una mesa de centro blanca y negra, el mueble de diseño del comedor en blanco y negro, aire acondicionado y una tv de 42"", tambien tenemos una mes"
650885,"Completely renewed and refurnished 210 m² - 2260 ft² apartment, FOR UP TO 10 PEOPLE, with the best views over Plaça de Catalunya square, Barcelona.<br /><br /><b>The space</b><br />Completely renewed and refurnished 210 m² - 2260 ft² apartment, FOR UP TO 10 PEOPLE. (Rates will vary depending on the number of guests)<br /><br />Refurnishing works finished August 2012, the apartment consists of: <br />One master bedroom/suite with bathroom, closet area and astonishing views over Plaça de Catalunya. <br /><br />Four double bedrooms with lots of natural light and street views. Two other bathrooms with shower and wc and natural air ventilation. <br />Brand new and fully equipped kitchen with dishwasher, digital microwave and electronic oven, washing machine and tumble dryer. <br /><br />One dining room suitable to comfortably seat up to 10 people. One spacious living room conveniently equipped with tv, DVD and Hi Fi. Optic fiber 100mb WiFi. Public parking underneath the building.<br /><br /"
652294,"<b>The space</b><br />Hola soy Nadja,Mi apartamento se ubica en el corazon de la ciudad de Barcelona en una zona muy buena. Tiene conexion de metro, autobus solo a 50 metros. Tambien hay bares, restaurantes, tiendas comerciales, supermercado y todo lo que necesites.La casa dispone de 4 habitaciones y dos baños, balcon y cocina totalmente equipada, salon y un despacho con internet.La habitacion que se alquila es muy tranquila, con una cama con colchon nuevo, armario amplio, sabanas y toallas incluidas.El baño privado esta incluido en el alquiler de uso exclusivo para la persona que alquila la habitacion.Incluyo desayuno y cafe.Espero que tengas una buena estancia en Barcelona!Hi I'm Nadja, My apartment is located in the heart of the city of Barcelona in a very good area. It has close metro and bus station, only 50 meters. There are bars, restaurants, shops, supermarket and everything you need. The house has four bedrooms and two bathrooms, balcony and fully equipped kitchen, living room"
653634,"<b>The space</b><br />I'm offering a nice guest room with a comfortable double bed and its own balcony. It is suitable for one or two guests. The guest room is immediately adjacent to a large, light-filled living/dining room, which also has its own balcony. Nice views.<br /><br />Rates for 2017 are only $45/night for one guest, and $65/night for a couple.<br /><br />A one-time-only $20 cleaning fee is based on a two-night stay, and will be adjusted for a longer stay ($30/week).<br /><br /><b>Guest access</b><br />Share the large living/dining room, kitchen, and bathroom. Wifi, bed linens and bath towells are provided.<br /><br /><b>Other things to note</b><br />I would be happy to answer any questions you may have. If you like art, architecture and museums, you've come to the right place to stay!"
655071,"Private Parking is possible on request, also on the street is plenty of room for cars and free of charge.<br />Arrive later than 20.00 will be charged extra fees:<br />20:00 to 22:00 supplement 50 €<br />after 22:00 NO check in.<br />This is paid on arrival, with a credit card or cash.<br /><br /><b>The space</b><br />Modern and functional apartment at Montjuic Mountain in Barcelona.<br /><br />This Barcelona apartment is located in a quiet street near the Montjuic hill. You can take the cable car to get to the top of the mountain and to enjoy the fantastic view over the city. Or you can take the bus and get to the Plaça d’Espanya within 10 minutes to enjoy the Magic Fountain show in the evening or to visit the Arenas shopping mall. Also the port of Barcelona with several attractions, such as the Columbus statue and the aquarium is only some minutes away from the apartment.<br />This nice, modern and functional apartment in Barcelona is very bright, has 90m² and is located on the 3rd f"
659207,"PROMO BOOK 1WEEK 1 NIGHT FREE<br /><br />The apartment you are about to book has everything you need for a top quality stay. <br />We have more than 6 years providing people around the world the perfect home away from home, so relax and enjoy, you are on the perfect hands now... <br />HUTB-003877 + HUTB-003878<br /><br /><b>The space</b><br />As every seasoned traveler knows, the key to tasting the true spirit of a city is to skip the crowded, over-priced hotels and opt for a local alternative. Finding these allusive gems can sometimes be difficult, but there’s good news for tourists heading to Barcelona this summer. Whether seeking a romantic get-away or planning a family vacation, our “Modernist Top Floor” on Ausias Marc street offers you the entire top floor of a historic building in the “Golden Neighborhood” of Barcelona, which includes an enormous terrace just for you and your travel party!<br /><br />These amazing properties display a modernist style characteristic of 18th centur"
662879,"The apartment fully renovated, fits 5 people and  provides a stylish interior with a full modern equipment. Two AC sets, a large flat tv, a dish washer and a stunning bathroom will help you to be at ease. 5mn walk to the metro in a great central area.<br /><br /><b>The space</b><br />Located at the foot of the Montjuic mountain which is offering stunning views of the city from its nice and laid back parks.<br />The apartment, completely renovated in 2012, with its two balconies overlooking a quiet street and a typical plaza, provides a clean interior with a modern equipment in a traditional setting. Two very silent AC sets, a large flat television, a dish washer and a stunning bathroom will help you to be at ease. <br /><br />Great central location, comfortable and fully equipped, this apartment will make your stay unforgettable.<br /><br /><b>Guest access</b><br />The full apartment is rented so you will access and use every thing.<br /><br /><b>Other things to note</b><br />My apartm"
663096,"This modernist apartment has been refurbished to combine contemporary decor with traditional architectural elements. It features the original mosaic floor, rustic wooden doors, and moulded ceilings accentuated by art deco elements. Tourist Licence: HUTB-004891<br /><br /><b>License number</b><br />HUTB-004891"
663732,"Perfect room for people looking for a very clean accomodation in the heart of the old city center of Barcelona. Also a good plan to receive tips about the city and go out (restaurants, bars, clubs).<br /><br /><b>The space</b><br />Comfortable guest room in a building of recent construction (2009) with high prestations in the heart of cosmopolitan and trendy Barcelona.<br /><br />The 3-storey building has a videophone, lift and solarium on the top floor. The double room is totally insulated of noise and has two single beds (possibility of joining the two beds). You also have the equipment necessary to store your clothes.<br /><br />The 60m2 apartment is divided as follows:<br /><br />- A fully equipped kitchen<br />- A comfortable, nice and bright living room<br />- A bathroom with toilet<br /><br />The apartment offers the following amenities:<br /><br />- Multimedia equipment and Internet WIFI<br /><br /><b>Guest access</b><br />The guests have access to the kitchen (fridge and micro"
667143,"For people who want to go and live the city.<br /><br />_ Tranquility in the center of city<br />_ Independence of spaces for guests and hosts.<br />_ Large and comfortable beds.<br />_ Office refrigerator, microwave, toaster<br />_<br /><br /><b>The space</b><br />RaVaL QuieT RoOm !!!<br /><br />Para gente  que quiera recorrer y vivir la ciudad.<br /><br />_ Tranquilidad en el centro de Barcelona <br />_ Independencia de espacios de huespedes y anfitriones. <br />_ Camas amplias y  cómodas. <br />_ Wifi. <br />_ Office con nevera , microondas , tostadora , jarrra hervidora, para mayor comodidad e independencia. La cocina no está disponible.<br />_ Habitación con cama doble .<br />_ Salón de estar para huespedes. <br />_ Sábanas y toallas.<br /><br />_ Baño compartido . <br />_ NO ADECUADO PARA FAMILIAS CON NIÑOS.<br /><br />__________________________________________<br /><br />  For  people who want to explore and experience the city.<br /><br />_Tranquility in the center of Barcelona"
667177,"Enjoy the good weather of Barcelona on a large terrace where take sunbathing and celebrate relaxed dinners with friends (you will have all you need in the kitchen)... at 20 minutes of the beach!<br />Please, ask for the parking's availability (12 € by day) before of the booking. The garage is at 200 metres of the house.<br /><br /><b>The space</b><br />Spacious detached house in the heart of Barcelona. Consists of three double rooms: there are two double beds (one of them high, type bunk bed) and another room with 2 single beds. It has a large lounge, a very spacious kitchen and a bathroom (there are bathtub and standing shower). The House has a courtyard (at the same level of the living room) and a large terrace at the top. There are tables and chairs to eat in the dining room, patio and terrace.<br />The number in the register of Tourism of Catalonia is HUTB-3660.<br />The price includes VAT (10%) and tourist tax (€ 2.25 per person per day).<br />Bedding and towels are of high qualit"
667181,"Room in a quiet area of Barcelona, 6 minutes walking from the house to the metro and about 12 minutes from the metro to the house, because I am on a beautiful hill. Cozy atmosphere, ideal for rest and to disconnect after a great day sightseeing in the city. This accommodation is perfect for people who like trekking because it has many places to walk and exercise.<br /><br /><b>The space</b><br />140 m2 distributed on 2 floors with 3 bedrooms, 3 bathrooms, a living room, a Mediterranean style kitchen and a terrace to share and enjoy fantastic views with the sun characteristic of the Mediterranean area. This room consists of windows on both sides all exterior, cozy and equipped with heating, air conditioning, refrigerator, large wardrobe, parket, double bed and study table. The room is on the top floor of the house and has a lock; Consists of a bathroom of 11 m2 with shower and jacuzzi (to use in moderation, look for the rules section for more information). You will have bed linen, towel"
667248,"<b>The space</b><br />Fantastic room for two with attached private bathroom in an exclusive building at the very centre of the city (Plaza Catalunya area).<br /><br />Interior balcony, sunlight all day long!<br /> <br />Strategic location: the building is oposite to  L1 y L3 (Urquinaona Station). 300 mts from Aerobus Stop, Renfe Station, Plaza Catalunya, Las Ramblas, Gothic Neighborhood, Paseo de Gracia Avenue.<br /><br />10 minutes from the beach on foot!<br /><br />We`ve been living in Barcelona for more than 7 years, please feel free to ask anything about the city and we'll be glad to help you to plan your trip.<br /><br />Relax and respectful atmosphere!<br /><br />Please CONFIRM availability by e mail before making a reservation, we'll answer as soon as possible.<br /><br /><b>Guest access</b><br />Guests are entitled to use the room, kitchen and the attached bathroom (exclusive)"
668990,"<b>The space</b><br />Hi I'm Nadja, <br /> My apartment is located in the heart of the city of Barcelona in a very good area. It has close metro and bus station, only 50 meters. There are bars, restaurants, shops, supermarket and everything you need. <br /> The house has four bedrooms and two bathrooms, balcony and fully equipped kitchen, living room and an office with internet. <br /> The room to rent is very quiet with a new mattress bed, spacious closet, sheets and towels included. <br /> Private bathroom is included in the rental of exclusive use for the person renting the room. <br /> Breakfast and coffee included. <br /> Hope you have a good stay in Barcelona!"
670782,"The flat is located in the trendy modernism district of the Eixample, in Sant Antoni, in front of the famous market and 5min from the Las Ramblas and from Montjuic (Olympic stadium and Natural Park).  <br />This is a traditional Catalan flat with high ceiling, wooden beams and authentic modernist floor (as floor is authentic and it may seems to be stained but it´s not dirt) <br />It is orientated to a typical open patio of “Eixample”, the flat is silent and cosy. <br />A large balcony prolongs the flat and let the natural light illuminate every room, with a translucide protection to guarantee your intimacy from the neighbours.  <br />The kitchenette is opened to the living room; the bedroom has its own dressing room and beside, there is the bathroom with shower. <br />The flat is in the 1st floor (2d real) with no lift. <br /><br /><b>The space</b><br />The flat is located in the trendy modernism district of the Eixample, in Sant Antoni, in front of the famous market and 5min. from the"
670956,"Para pasar unas buenas vacaciones en la playa de Barcelona pero también cerca del centro de la ciudad para disfrutar de vuestras visitas turísticas. Esperamos poder acogeros en nuestro hogar y que podamos compartir nuestro espacio y  nuestro tiempo.<br /><br /><b>The space</b><br />Se alquila habitación con cama doble y una cama individual en forma de litera, con lo que pueden alojarse 3 adultos. Habitación soleada , equipada y baño privado. Wii fii, calefacción central. Edificio nuevo, con acensor y situado en el barrio del Poble Nou de Barcelona, a 10min en metro del centro de la ciudad, ja 3 min. andando de la playa del Bogatell y 10 min de la Villa Olimpica y de la UPF, barrio muy activo.  Posibilidades de parking.<br /><br /><b>Guest access</b><br />Acceso a la Sala comedor comun, cocina y baño.<br /><br /><b>License number</b><br />Exempt"
671458,"Very sunny apartment in an excellent position to discover the city.<br /><br /><b>The space</b><br />Nice and bright apartment in the heart of Barcelona, quarter Poble Sec. Located in a quiet street, but in a very  lively area (known for its theaters and concert halls), close to the old town, Plaça d'Espanya (with direct connections to the airport and train net RENFE), Montjuic and the Barcelona fair. Surrounded by all amenities (bars, restaurants, supermarket, pharmacy, ...). 5 minutes away from metro line L-3, stop Poble Sec. The building has elevator. <br /><br />Apartment of 48 m2, on the fourth floor: very bright living room with double sofa bed, 2 balconies and TV. Fully equipped kitchen (oven, microwave, refrigerator with freezer, coffee maker ...) with balcony. 1 room with double bed. Bathroom with bath / WC and washing machine. Wi-Fi. Heating. Very sunny apartment in an excellent position to discover the city. HUTB-004204. <br />GROUPS OF YOUNG PEOPLE ARE NOT ACCEPTED.<br /> D"
