id,description
1188066,"Magnificent sight, apartment (75m square and 12 metres squared by mezzanine) very brilliant, ideally situated, street quiet but close to full of life districts. For the sportsmen: swimming pool close, forest in 15 min in feet...<br /><br /><b>The space</b><br />Beautiful apartment (style loft) very bright near the place(square) Flagey. On the 4th floor without lift. Lively area by numerous bars, restaurants...<br />A room(chamber) deprived with a double bed. <br />On the mezzanine: futon, double bed but no curtains then use masks if photosensitive. <br />Possibility of sleeping also on the sofa: one place<br />Ps: sheets, braids,towels supplied pillows<br /><br />Flagey place(square) in 10 min in feet public transportation<br />STIB (website hidden)<br /><br />Stop(Ruling): Flagey<br />tramway: 81, 83<br />BUS: (phone number hidden)<br /><br />Villo<br />Station(Resort) Villo: place(square) Flagey<br /><br /><b>Guest access</b><br />You will be alone in the appartment."
1192448,"Apartment 2 in 1, it means two apartments (50m²) in the same floor that can easily combine in 1 large apartment of 100m².<br />You have everything in double, like two bathrooms, two kitchens, two living room, two TV's , two wifi network, etc. <br />You can be all with family or friends, and at any time have your privacy just by closing the doors.<br />The apartment is 200 meters from the ""Gare du Midi"", and is close to all means of transport and the city center.<br /><br /><b>The space</b><br />Details: 100m² - Security door - Parlophone / videophone - Connected room - Bright and original color - Modern decoration.<br /><br />Kitchen: 2 Fully equipped kitchens - Kitchen utensils - Crockery - Fridge / freezer - Microwave oven - Espresso machine - Toaster - ...<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom: Shower and bath - 2 Washbasins - 2 WC - Towels<br /><br /><b>Guest access</"
1192753,"Hollywood chic in Brussels city Nyhuset suites in a stylish 1930's building in the historic heart of the city. <br />Enjoy the privacy of your own place with daily housekeeping on weekdays and benefit from reduced rates for monthly stays. NO extra charge for local taxes , cleaning, use of washer/dryer, Wifi  and Gym<br /><br /><b>The space</b><br />Fully furnished and serviced stylish flats  by Nyhuset in the heart of the city . The central Station, the Grand place, the Opera House , the trendy shopping area of Dansaert and St Gery all within minutes by foot. The flats are fully decorated and fitted and include WIFI , Aircon, dishwasher , washer/dryer , a safe to store your personal belongings  and free access to Fitness and Spa of the adjacent Hotel the Dominican who also provide a 24 hr reception service as well as daily housekeeping except for weekends and bank holidays.<br /><br /><b>Guest access</b><br />Our guests have free access to the Fitness and Spa and  all facilities availa"
1200538,"Apartment completely renovated, modern and comfortable.<br />Ideal for 2-5 people.<br />The apartment is 200 meters from the Gare du Midi, and is close to all means of transport (tram, metro, bus, taxi, train, TGV, Eurostar, Thalys...)<br /><br />We are located as close to the center of Brussels, where is the ''Grande Place"", the Sablon, the Rue Neuve, the Bourse Manneken-pis, and much more.<br /><br /><b>The space</b><br />Details:<br />65m ² - Parlophone - open room  - No elevator<br /><br />Kitchen:  Kitchen Utensils - Dinnerware - Refrigerator / freezer - Microwave - Toaster - ...<br /><br />Lounge: TV cabinet - chair - bed - Table - TV - Decoder - Private Phone - Wireless Internet - ...<br /><br />Bathrooms: Shower - Washbasin - Toilet - ...<br /><br /><br />Price weeks or months to discuss<br /><br /><b>Guest access</b><br />The entire apartment is yours!<br /><br /><b>Other things to note</b><br />- Parking on demand: €20 per night<br />- City tax: €4,50 per night, to pay at arr"
1209165,"Ideally located in the lively neighborhood of the Flagey Square, this luxury duplex residence is completely refurbished in contemporary style with lots of taste. The apartment features a cosy upstair bedroom with a comfortable queen-size bed, plus a sofa bed in the living room, so it can welcome up to 4 guests. This fully-equipped gorgeous duplex apartment will make your stay in Brussels just perfect!<br /><br /><b>The space</b><br />The apartment is on the third floor of a residential building, with stairs no lift. The apartment has two levels - lower level: living room, kitchen and terrace; upper level: intimate bedroom with city view. You enter on the lower level. The designed living room features a flat screen TV and a sofa bed that can accommodate 2 guests. The kitchen is fully equipped with microwave, oven, dishwasher, washing machine, ceramic hob, fridge, refrigerator and all the kitchen amenities you might need. The bedroom is on a higher level in a mezzanine style giving you a"
1212814,"Idéalement situé derrière le Marché aux Poissons , à 5min  à pied du Quartier de la Mode , rue Antoine Dansaert et à 10 min de la Grand-Place. A proximité de deux stations de métro.<br />Appartement dans un immeuble 1930. <br />SEJOUR MINIMUM DEUX NUITS. SEJOUR MINIMUM UNE SEMAINE EN HAUTE SAISON , NOËL/NOUVEL AN.<br />!!!!!!!    ARRIVEE AU PLUS TARD A 20H , APRES 20H UN SUPPLEMENT DE 50 EUROS SERA RECLAME  !!!!!!!!!!<br /><br /><b>The space</b><br />FULLY FURNISHED AND DECORATED APARTMENT IN AN ART DECO BUILDING ON THE FOURTH FLOOR. LOCATED IN THE CENTRE OF BRUSSELS IN THE CANAL AREA , 5 MINUTES WALKING FROM ANTOINE DANSAERT STREET , THE FASHION AND DESIGN DISTRICT.<br />ONE BEDROOM AND ONE SOFA/BED IN THE LIVING ROOM. BATHROOM WITH SHOWER. KITCHEN FULLY EQUIPPED WITH WASHING MACHINE , DRYER , MICRO WAVE AND OVEN . LIVING ROOM WITH TV , HOME CINEMA , WI-FI.<br />MINIMUM OF STAY : TWO NIGHTS , ONE WEEK DURING HIGH SEASON XMAS/NEW YEAR.<br /><br />APPARTEMENT ENTIÈREMENT ÉQUIPÉ ET DÉCOR"
1216639,"Beautiful classical-style studio apartment (28m²) located on the 2nd floor (no lift/elevator) a superb historical townhouse in a safe and quiet neighbourhood at walking distance from the Royal Palace, Central station, Grand Place and EU quarter.<br /><br /><b>The space</b><br />The apartment is rented fully-furnished and ready to live with :<br /><br />- Free high-speed Internet connection (Wi-Fi)<br />- Smart TV with Amazon Prime Video (subscription included), YouTube, etc. (please note that there are no traditional TV channels, except those available through their apps)<br />- Bedlinen and towels included<br />- Fully-equipped kitchen with microwave, coffee machine, electric kettle, toaster, pots and pans, plates, bowls, glasses, and cooking utensils<br />- Body soap, shampoo and toilet paper are all included. There is also a hair-dryer.<br />- Free use of washing machine and tumble dryer<br />- Please note that the toilet is just outside the apartment and is shared with another apar"
1219488,"Private, 3rd-floor studio (no elevator)<br /><br />Exotic, comfortable round bed. <br /><br />Functional skylight windows.<br /><br />Located near Brussels EU (European Union) Quarters and Place Jourdan<br /><br /><b>The space</b><br />Clean, cozy, and private studio apartment in traditional (old-style) 3-floor Brussels apartment building. Close to cafes, restaurants, grocery store, and famous friterie Maison Antoine at Place Jourdan. Walking distance to EU Commission, Parliament, and Council. Public transportation. Convenient location.<br /><br /><b>Guest access</b><br />Full apartment"
1221972,"This Bright Room has window all along the wall but yet dark to sleep. <br />A lot of privacy too.<br /><br />This House is 2 mins walk away from GRANDE PLACE and <br /><br />Manneken pis is just a stone thrown away from the house.<br /><br /><b>The space</b><br />[ CharbonBXL67 ] offers rooms and a suite in a former medal making workshop, <br />(All rooms are located in an old factory building)<br />It features modern décor with industrial touches and an intimate garden View within the factory.<br /><br />All of the accommodation at [ CharbonBXL67 ] my home, benefits from a flat-screen cable TV and free Wifi internet. <br />Each of the rooms also has a private bathroom with a shower. <br /><br />your room is not within in my apartment but within the old factory, <br />its separated from the rest of the house. <br />you will have your own privacy. <br />your own door to your room. <br />very spacious.<br /><br /><b>Guest access</b><br />Each has it own entrance and without crossing each"
1237447,"At 150 m from the Grand Place and Cathédrale, in the center of brussels but in the sametime in a courtyard green and calm.  <br /><br />Very good for Stages EU<br /><br /><b>The space</b><br />In center of the down town fully equipped apartment in ground floor.  <br />in a building with an inner courtyard with plants and a fountain.  <br />Walking distance to major attractions of the city center.at 200 m of the Grand place and 100 m from the Catedral. and 150 m for Central Station Train and Metro.  <br />Bedroom with double beds (you can put separatly), and in the living-room a sofa-bed for 1 or 2 peoples.  <br />In the kitchen you have all the necesary for your continental breakfast. and you can cook also.  <br />Internet Wifi, TV Led 230 chanels, linen, towels is included in the price.<br /><br /><b>Guest access</b><br />All public transport at 100 m."
1241357,"<b>The space</b><br />There are 17 modern in style, fully equipped flats in this residence building. We offer spacious two-bedroom apartments, with full kitchens, bathrooms, complete home amenties, each of them can host up to 6 guests. There are also a few smaller flats, one-bedrooms with separate living areas, for smaller numbers of guests.<br />We accept group reservations, especially corporate stays, offering attractive solutions for business.<br /><br />Standard amenities per unit:<br /><br />Iron & ironing board, hair dryer, bed linen & towels, Cable TV, DVD, vacuum cleaner, Internet connection, heating, cookware & kitchen utensils, crockery & cutlery, dishwasher, cooking hob, electric kettle, microwave, toaster, fridge / freezer, coffee maker, beds, sofas, wardrobes, shelves<br /><br />1-4 floors, elevator, Internet connection for a small extra fee, underground parking on request, subject to availability.<br /><br />Please send us a message with your stay requirements, we will ge"
1241604,"Situated in the Brussels' city center. Walking distance from many sights (Grand Place, Manneken Pis, Museums, ...) and shops. <br /><br />Accommodation with kitchenette and private bathroom.<br /><br /><b>The space</b><br />The accomodation is situated in the historic centre, within walking distance from shops, museums, restaurants etc, <br /><br />Cosy, well organized room with private bathroom with large tub/shower and toilet. No shared spaces!<br /><br />Your kitchenette has a microwave-oven, fridge and coffee-machine and everything else you need to cook or to just simply have a coffee.<br /><br />Digital TV (80 channels), dvd-player (+ a selection of dvds), free high speed internet access (wireless + ethernetcable).<br /><br />Nice design!<br /><br />The accommodation is situated in a very quiet street without through traffic. Although situated in the city centre you will be amazed how quiet the rooms are.<br /><br />The room is close to metro and railwaystation (ideal for your day"
1255845,"Tres bel appartement , calme et confortable avec terrasse boisée  plein sud.<br /><br /><b>The space</b><br />Bel appartement entièrement remis à neuf dans le quartier branché de St-Gilles.<br /><br />A 50 mètres du metro/tram et tout près de la gare du Midi (la gare internationale de Bruxelles).<br /><br />Trés facile d'accès aux aéroports:<br />Aéroport de Bruxelles National en 20 min en train<br />Aéroport de Charleroi en 1 heure<br /><br />A 3 min à pied de la commune de Saint-Gilles: marché tous les lundis soir; et 10 min du Parvis (bars, café-concert, restaurants, marché quotidien...).<br />Le Parc de Forest est également à deux pas, idéal pour les sportifs ou simplement pour s'oxygéner après une bonne journée de boulot!<br /><br />Cuisine équipée, salle de douche, les serviettes et draps sont mis à disposition, lave-linge (payant), Internet en Wifi.<br /><br />2 chambres: la première avec un grand lit double ( 1,80m) et un balcon, la seconde est plus petite avec un lit double (1"
1265251,"Niccolo's review on August 2016 : ""... akin to an art gallery, is well placed, virtually in the centre of the city, and close to the main means of transportation. At the same time, being in an impasse, it is peaceful and silent at all times. The space is well organized and it has all one needs for longer stays. I do recommend it, it is a perfect spot from which to explore Brussels""<br /><br /><b>The space</b><br />Confortable studio on first floor with living, bedroom, kitchen, toilet and shower. The most unique in the house."
1281585,"Quiet, clean, mature professional woman would like to offer you a spared double-bed room. The apartment has 2 bedrooms which locates in a quiet residential area (10-15 minutes to EU Institutions & Schuman). From Midi station, take the tram 81 (Direction: Montgomery) Get off the stop called “La Chasse”, walk toward Chaussée de Wavre & turn right on Chaussée de Wavre where there are a lot of shops . After ""HEMA"", walk 100m and turn left to Rue Général Fivé<br /><br /><b>The space</b><br />The apartment is near by 2 metro stations (Line 5), 3 buses stops & 3 tram stations (81, 7 & 25)<br /><br /><b>Guest access</b><br />Share kitchen facilities, bathroom and toilet, living room, cable TV, DVD player and free WiFi all included.The breakfast won't be provided, but tea and coffee are free, please help yourself.<br /><br /><b>Other things to note</b><br />I am an easy-going person and I prefer that we discuss & agree on the rules which we both feel convenient. Please note that the apartment i"
1282520,"Easy access to city centre and walking distance to EU Institutions.<br /><br /><b>The space</b><br />The living is spacy and luminous, the same for the bed room. It has a double bed and a big desk, it is very suitable for you if you come to work or visit in Brussels for a couple of days.<br /><br /><b>Guest access</b><br />Sharing living room, toilette, bathroom and kitchen equipment with me or my other guests.<br /><br /><b>Other things to note</b><br />From Midi station, take the tram 81 at Midi Station (toward the direction of Montgomery) Get off the station “La chasse”, walk toward the same direction of 81 tram & turn right on toward Chaussée de Wavre. After HEMA 100m turn left to Rue Général Five and the Nr. 76 is your destination."
1291276,"The charming apartment is ideally located in Ixelles between Avenue Louise and Place Flagey. It's a dynamic district, while remaining quiet, where it is good to live.<br /><br /><b>The space</b><br />I propose to offer you a charming room in a duplex located in Ixelles, in the Louise- Flagey area.<br /><br />The apartment consists of 2 bedrooms which are under the roof, a pleasant and large living room, a kitchen and a bathroom with shower.<br />The room is located under the roof, garden side and consists of a double bed and an extra bed if needed.<br />Bed linen and towels are included in the rental.<br />You will also have at your disposal various toilets (shower gel, shampoo, toothpaste ...)<br /><br />You will have access to the entire apartment which is to be shared with myself and my companion. You can cook if you wish and various things for breakfast are also at your disposal.<br />As for the neighborhood, the street is located 30 seconds walk from Avenue Louise, renowned for th"
1300465,"Typical Brussels house, renovated in 2013, 15' from downtown Brussels and the European neighborhood. Ideal base to visit Bruges, Gent, Antwerp, Liège, Lille, Amsterdam.<br /><br /><b>The space</b><br />Discover Brussels and Belgium from a wonderful and central location!<br />Charming city house, entirely renovated, 15 minutes from downtown Brussels and european quarter. It is avialble to rent the 2 first weeks of August for 100 euros per night or 500 euro per week.<br />Close by all amenities : supermarket, swimming pool, a very nice park, all at 5 minutes walk. <br />The house is about 30 minutes drive from Gent and Antwerpen, 1 hour from Bruges, Ostende and Liège, 2-3 hours from Rotterdam, Amsterdam and Paris. It is perfectly situated to discover Brussels and Belgium.<br />It has 3 bedrooms (1 with a master bed (PHONE NUMBER HIDDEN) with a 140 bed and one where you can fit a mattress if extra needed), 2 bathrooms, 1 TV lounge, 1 eating room, a kitchen, a study with a one-person sofa "
1316203,"<b>The space</b><br />Modern, Comfortable and Bright apartment located on top floor of a new building, right in the center of the E.U. District. Location is just in between the European Parliament (Luxembourg Square) and The Berlaymont (Shuman Square and metro stop). It's also facing the Park Leopold and 1 minute walk from the huge and beautiful Cinqantenaire Park. Grocery store on the very same building, plenty of cafes bars and restaurants around. Welcome in the bustling center of Europe! <br /> <br />Located on the fifth floor of a new and modern building (with elevator) this apartment is facing south. The living room is always filled with natural light is extended by a cosy terrace. Floor to ceiling openable windows in between. The kitchen is open to the dining area and comes with all modern appliance including oven, ceramic hobs and dishwasher. Separate toilet. Bathroom with bathtub. Comfortable bedroom. Double glazing everywhere and heating from the floor! See also the floor plan"
1322759,"<b>The space</b><br />Welcome in Brussels!<br />Have a very nice stay in Brussels in our very cosy appartement with garden in Brussel, a lot of transport conections (1à min from downton) , 5 min  from Midi Station (airport conection).<br />duplex (116m2) garden (50m2).<br /> Our apartment looks like country side in a city center.<br />Extremely calm and relaxing.<br />Great neighborhood!<br />6/9 sleepings/<br />3 bedrooms: two with a double bed, one for children, 2 single bed and baby bed.<br />Possibility to add a double bed extra on the office.<br />Very big living room.<br />116m2.<br />Perfect for a couple with children/or two couples of friends.<br />WIFI access.<br />Washing machine<br />Dish machine<br />Small sunny lovely Garden with barbecue. You can have dinner outside.<br />Near the great and daily bio market of Le parvis de saint gilles.<br />5min from Vanderkindere, trendy neighborhood with bars, shops, supermarkets..."
1341985,"<b>The space</b><br />Spacious and very quiet house (170 m²) right in the centre of Ixelles, one of the most attractive parts of Brussels. Guests will have the place to themselves. There is a nice garden (100 m²) with built in bbq and a roof terrace (20 m²). Many bars and restaurants within a minute of walking distance.<br /><br />Visitors can park one car in a closed garage box just opposite the house, free of charge."
1353843,"<b>The space</b><br />This appartement is our living place and we just love it so why not share it with other people when we are away? :) <br /> <br />It is perfectly located just at 3 min walk from the famous avenue Louise with its chic shopping area. In term of transport, there are 2 metro stations in 3 min walk going in 3 stops to Gare Du midi (Louise metro and Hotel des monnaies metro station). There are also 2 tram nearby (number 92 and 94).  <br /> <br />Our appartement is in a typical brussels house and it's on two floors for a total 120m2. <br />We bought it in 2011 and made some refreshing work so it's up to date :) <br /> <br />On the fisrt floor you'll find our big bedroom with its big and confortable bed, hall, dining room, lounge and a fully furnished kitchen. You'll also be able to enjoy our garden, which will make you feel anywhere but in the heart of the european capital ! <br /> <br />Downstairs, bathroon, toilets and an other bedroom. This bedroon is actually our son "
1358751,"The bedroom is in front of the St Boniface's tree, it's really quiet and you enjoy birds song.  <br /><br />Please note, Airbnb are forcing hosts to make our listings Instant Book. This means you may book on the day instantly, but we may not be able to get back to let you in for several hours. So please check with us first.<br /><br />The house is a typical old Belgian townhouse: narrow, steep stairs... Large suitcases are not suitable. It is better to avoid. Thank you.<br /><br /><br /> 20 euros extra for arrival after 11 pm..<br /><br /><b>The space</b><br />Tout en étant située dans un environnement très calme, la maison est en plein coeur de l'animation urbaine : le quartier coloré de Matongé, les cinémas, les nombreux restaurants, 8-10mn de Flagey, 15-20 mn à pied de la Grande Place de Bruxelles et proche des institutions européennes.<br />Set in the heart of Ixelles, close to ""Médecin Sans Frontières"" et ""Handicap International"", in direct connection to European district, to the "
1360699,"Two rooms, private shower and a little lounge area in a calm area with garden in South Brussels, 5 minutes from Midi Station and the Paris-Mons highway access. Amazing kitchen and common areas are shared with our friendly, artistic little family.<br /><br /><b>The space</b><br />In the second floor of my home you will find a spacious, bright bedroom with a double bed, a small living room and a private shower with toilet. A second double bed is in the attic, accessible by stairs, in case you are more than 2 people. (Up to 4 guests maximum )  Lots of light, and roof windows in the attic for a view of the stars... If only we could see the stars in Brussels...!<br /><br />The house is located in Forest, a green neighbourhood in Brussels, close to the Wiels contemporary art museum, to the highway to Paris and to the parks Duden and Forest. Not far from Midi train station (10min by public transport) and city centre (20 min to Bourse, 10 to avenue Louise) . Buses and tramway stops nearby.<br "
1372920,"Spacious flat in traditional Brussels house. One bedroom, living room kitchen and bathroom. High Ceilings, hardwood floors and lots of sunlight. Walking distance from the European institutions and Place Flagey (night life). Balcony and terrace. Peaceful, convenient and comfortable. Wireless high speed Internet, and herb garden to pick from.<br /><br /><b>The space</b><br />Our apartment is located on the first floor of a traditional Brussels house. It is perfect for a couple but it can easily accommodate three people. The living room opens up onto the kitchen and receives lots of sunlight in the afternoon. By the front door is a comfortable bathroom with a shower, toilet and sink. In the back is the bedroom, equally spacious and beautifully lit in the morning thanks to the tall window. Through the rear window you access our terrace. Here you can pick what is ripe and collect herbs for tea and cooking.<br /><br /><b>Guest access</b><br />Guests will have access to the entire apartment a"
1391608,"The house is located in a lovely neighbourhood of the city center. It is a very untypical space which caracterise this historical part of Brussels at best. From the street, the house is nothing special, but behind is hidden a surprising place !<br /><br /><b>The space</b><br />The house is located in a lovely neighbourhood of the city center. It is a very untypical space which caracterise this historical part of Brussels at best. From the street, the house is nothing special, but behind is hidden a surprising place ! On a side, a balcony gives a view on a small private street inside the block, and on the other, we find the garden, accessible from the garage.<br /><br /><b>Guest access</b><br />The room is convenient for either short or long term stay (double bed, wifi). Intimacy and userfriendly ! The kitchen is accessible during the day.<br /><br /><b>Other things to note</b><br />We try to be flexible for the check in, to let your luggage. However, we are both working, so it is quite"
1415158,"Spacious 2 bedroom apartment in the Centre of Brussels for up to 8 people. Free Wi-Fi, Living and dining area, fully-equipped kitchen, work desk and two private bathroom with a shower and hair dryer. Our light and secure apartment comes professionally cleaned with fresh linens, towels and toiletries. The kitchen is equipped with a coffee machine and kettle. The living room provides a flat screen HD TV. The flat is set in 11 min walk from Grand Place and shopping mall and shopping street.<br /><br /><b>The space</b><br />This spacious two bedroom apartment is situated Next to De Brouckère, the metro station and on  walking distance of cinema, shopping, central station, shopping, nightlife, restaurants and bars.<br />It has a double bed in each bedroom and 2 sofa beds for a total of 4 in the living room. It has 2 showers and 2 toilets and a great fully equipped kitchen !<br /><br /><b>Guest access</b><br />When renting this apartment you can enjoy the large kitchen with all equipment you"
1443326,"Appartement lumineux et moderne dans une jolie rue arborée.<br />Proche de toutes les commodités.<br />Confort et calme garantis<br /><br /><b>The space</b><br />L'appartement se compose  de 2 chambres dont l'une en mezzanine.<br />Cuisine super équipée.<br />Connexion wi-fi.<br />Le linge de maison est fourni.<br /><br /><b>Guest access</b><br />Le logement est non-fumeur, une terrasse vous permet de fumer à l'extérieur.<br /><br /><b>Other things to note</b><br />Un cabinet médical se trouve au rez-de-chaussée de l'immeuble."
1459052,"Cosy and comfortable apartement, Fully separate. 30 minutes by foot from the royal Palace. Lots of transports. 2 main pieces (2x20m2, kitchen and living). Mezzanine (3x6m, sofa, TV, bed). Old but clean shower ! 4eme floor without lift."
1476986,"The house is located in a lovely neighbourhood of the city center. It is a very untypical space which caracterise this historical part of Brussels at best. From the street, the house is nothing special, but behind is hidden a surprising place...<br /><br /><b>The space</b><br />The house is located in a lovely neighbourhood of the city center. It is a very untypical space which caracterise this historical part of Brussels at best. From the street, the house is nothing special, but behind is hidden a surprising place !<br /><br /><b>Guest access</b><br />The room is convenient for either short or long term stay (double bed, wifi). Intimacy and userfriendly ! The living space and the kitchen is accessible during the day, but in the evening it's private, to let some intimacy for Virginie and Laurent.<br /><br /><b>Other things to note</b><br />We are quite flexible with the check in. However, we are both working, so it is quite important for our organisation that the guests respect the ar"
1491088,"<b>The space</b><br />Very sunny apartment ideally situated in the Ixelles district, one of the trendiest of Brussels: all sorts of restaurants and lots of bars for the ones who love to party. Even though it's in one of the most dynamic districts in town, the apartment is a paradise of peace, an excellent place for the ones who love to sleep in the morning. <br /> <br />Its close location to the center by public transportation (tram, bus, city bike, etc.) will easily allow you to visit the most classic touristic attractions of Brussels. <br /> <br />You won't need a guide, we will explain to you everything about Brussels, its museums, its different districts, its food specialities, etc. <br /> <br />The apartment, which has 55m2, was recently fully renewed and it is entirely equipped: <br /> <br />- Living room with a sofa/bed for one person <br />- Fully equipped kitchen (fridge, freezer, stove, dishwasher, etc.) <br />- 1 big double-bed room (sheets for the bed and sofa included) <br"
1498353,"Hello there,<br /><br />We rent out 3 rooms on the top floor of our family home on Avenue de la Jonction, in the district of Saint-Gilles / Chatelain.<br /><br />The house is quiet and clean, so we are looking for hosts who wish to preserve such an environment.<br /><br /><b>The space</b><br />The room is large and bright, and includes:<br /><br />1. FURNITURE: double bed, desk, shelves, large wardrobe, sink, and sofa.<br />2. VIEW: gorgeous views onto the surrounding gardens.<br />3. BATHROOM: shower, sink, and toilet (shared with 2 other airbnb rooms).<br />4. KITCHEN: fridge, electric hob, microwave, kettle, cutlery and plates (shared with 2 other airbnb rooms).<br />5. INTERNET: Unlimited broadband wifi access.<br />6. BIKE SPACE : available in the hall.<br />7. LAUNDRY : available in a nearby laundraumat (but not in the house).<br />8. PUBLIC PARKING : available on the street (paying).<br /><br />Respectful and considerate guests need only apply.<br /><br /><b>Guest access</b><br "
1513672,"Bright, cosy, fully equipped apartment of 70m², totally refurbished with a huge double bed: a Home away from Home.<br />Quiet neighborhood +nice location to visit Bxl, EU institutions, or nearby Museum and Parks (Cinquantenaire, Woluwe). Welcome home! <br />Watzap me if you want more details :0032 then472 then277 and finally966.<br />Enjoy your stay! <br />Phil<br /><br /><b>The space</b><br />Ideal for luxury people coming for mid-term stays, seminars linked to the European Institutions, short-term assignments, or simply an individual place to stay to visit Brussels and feel 100% at home. <br /><br />- Some specific features: <br />Double glass windows(soundproof), waxed wooden floors, precious indoor teak furniture, exotic decoration. Very modern bathroom, with exotic wooden flooring.<br />Very large double orthopaedic bed, especially made to ease the lower back and relax!<br /><br />- Furniture available:<br />Indoor teak wooden furniture, large wardrobes, very large king-size bed ("
1525149,"Appartement situé à St Gilles sur le parvis à Bruxelles. 70 m2, 2 chambres, très lumineux.<br />1 lit double en mezzanine. double matelas au sol 2 personnes dans la deuxième chambre .<br /><br /><b>The space</b><br />au coeur de st gilles<br /><br /><b>Other things to note</b><br />1"
1541871,"On the 7 floor with an impressive view <br />The room has a private bathroom and a balcony with a table.<br />The kitchen is open to you and we give a coffee and/or tea every morning. <br />You also have a key on your private room.<br />Wifi <br />Possibility<br /><br /><b>The space</b><br />Great, nice and bright private room on the 8th floor. In a beautiful building with a impressive view on Brussels. Fully equipped kitchen with balcony, shower room and separate toilet.<br /><br /><br />High Speed Internet (Free Wifi). <br />Washing machine (3 euros). <br />Sheets and towels included <br />Spice / olive oil, ... including <br />Parking (10 euros day/night ) <br /> <br /><br />The Avenue Louise is known for its luxury shops and many art galleries. Near the Abbey of La Cambre, you can make there very romantic walks. And in the wood de La Cambre by foot, bike or horseback. <br />5 minutes from the Chatelain place, one of the most trendy and fashionable in Brussels. You can have fun and "
1548882,"Lovely apartment in a typical Brussels house, 2 minutes walking distance from the EU district and metro.<br /><br /><b>The space</b><br />*Update 2020: The sofa in the pictures has been replaced by better electric leather sofa that reclines.<br /><br />The apartment still has the charm of a classic Brussels house (big windows, original parket floor).<br />The apt is located in a house made of 4 apartment (one per floor) and the neighbours are very nice and quiet people (only EU expats). Calm and relaxing.<br /><br />Open spaces with one separte bedroom.<br />Free wireless internet and cable tv. 42"" flat screen.<br />The apt includes:<br />-A kitchen with a an american table open to the living<br />-Living room with flat tv and internet<br />-bathroom with bathtube<br />-1 separate bedroom<br />-terrace of +/- 20sq<br />-laundry room with washing machine and dryer<br />-bedding and towels included<br />-cutlery and dinner set included<br />-brand new security door in the common entrance"
1591834,"A bright and spacious 2BDR apartment in a '50s building in the Flagey square, with an amazing view over the Radio House & Ixelles ponds. You'll be 2steps away from museums and shopping, art-nouveau masterpieces and fashionable restaurants and cafes.<br /><br /><b>The space</b><br />A bright and spacious 90 sqm apartment: 2 bedrooms, one with a kingsize bed (160 cm) and a second one with a double bed (140 cm). A matress/futon can be placed in the livingroom at additional cost as for the fifth and sixth guest. A travel bed is available for our youngest guests. In total 6 persons and a child can be easily accomodated.<br />Fully equipped kitchen with a Nespresso machine, dishwasher, microwave, toaster, gas cooker, fridge, ecc.<br />The bathroom has two washbasins, tub/shower, washing machine, hair dryer, windowed toilets are separated. <br />This is a non smoking apartment.<br /><br /><b>Guest access</b><br />Guests have the entire apartment at their disposal.<br /><br /><b>Other things t"
1599393,"Près du métro Roodebeek, UCL, flat meublé de 50M2 en excellent état.<br />Il se compose d'un hall d'entrée, 1 cuisine équipée, 1 living et coin à dormir et 1 salle de bain <br />Tout est fourni pour un séjour agréable.<br /><br /><b>The space</b><br />Situation exceptionnelle à 2 pas du Shopping Center de Woluwé, des transports métro et bus, UCL, des commerces, CEE, de l'aéroport de Zaventem et 10 minutes en métro en ville.<br /><br /><b>Guest access</b><br />Tout l'appartement, TV et internet.  Pas de locations de films autorisés."
1631767,"this is a really nice place to stay. Area called Brussels Manhattan...Center of Brussels...near by train station....metro..15 minutes distance from all kind of bar, restaurant, shops...and more<br />Wonderful view for this studio located at the 21st floor....<br /><br /><b>The space</b><br />Beautiful studio located at 21st floor...incredible view"
1658743,"<b>The space</b><br />A set of fully fitted and modern flats in the heart of Brussels city centre. You can guess by the name of the residence that it's just a step away from the famous Grand Place and other attractions of the historical zone.<br />From here also you will find it easy to get to the more remote parts of town, as public transportation is within sight.<br /><br />This residence building consists ofr several flats, either one-or-twobedroom apartments, similar in style and equippment.<br /><br />A onebedroom flat can sleep up to 4 guests on the following beds: 1 double bed, 1 double sofa bed<br /><br />A twobedroom flat can sleep up to 6 guests on the following beds: 1 double bed, 2 single beds, 1 double sofa bed<br /><br />Prices on Airbnb are average examples, not final quotations. <br />When I get your booking message I will prepare an offer suitable for your type of group and number of guests, and will send you detailed information on the alloted apartments, especially i"
1659276,"Cosy & fully furnished 80m² apartment for stays of a few months, between October 2018 and March 2019 (minimum 2 months).<br />Located near Meiser<br /><br /><b>The space</b><br />Cozy apartment well located in Brussels, fully furnished.<br /><br />The apartment is 80 m², with one 1 bedroom (king size bed), living room, fully equipped kitchen, 1 bathroom, 1 toilet, washing and drying machines (all included).<br /><br />Also nearby are supermarket, convenience store; and plenty of parking spots.<br /><br />Transportation and access: <br />- 25min away from Brussels' center by public transport.<br />- 15min away from European Institutions (Schuman), NATO by public transport<br />- 10min from Zaventem Airport by taxi .<br /><br />Feel free to contact us for any question.<br /><br /><b>Guest access</b><br />All the  appartment"
